CE;Enseñanza;Curso;Naturaleza;Denom. Genérica Centro;Centro;Nº Matriculados
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VALLE DEL JILOCA;40
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VEGA DEL TURIA;159
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VIRGEN DEL PILAR;75
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ZAURÍN;48
2017/2018;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE HUESCA;63
2017/2018;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE TERUEL;28
2017/2018;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE ZARAGOZA;163
2017/2018;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SALESIANOS LAVIAGA-CASTILLO;41
2017/2018;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SAN VALERO;95
2017/2018;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SANTO DOMINGO SAVIO;59
2017/2018;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;EL BUEN PASTOR;62
2017/2018;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;OBRA DIOCESANA SANTO DOMINGO DE SILOS;129
2017/2018;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;PADRE ENRIQUE DE OSSÓ;55
2017/2018;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;SALESIANO NTRA. SRA.DEL PILAR;107
2017/2018;Bachillerato;2;Centro privado;Centro Privado Integrado de Formación Profesional;LA SALLE-SANTO ANGEL;65
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ANDALÁN;78
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ÁNGEL SANZ BRIZ;47
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;AVEMPACE;81
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BAJO ARAGÓN;179
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BAJO CINCA;64
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BALTASAR GRACIÁN;30
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BENJAMÍN JARNÉS;80
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BIELLO ARAGÓN;36
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CABAÑAS;45
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CINCO VILLAS;39
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CLARA CAMPOAMOR RODRÍGUEZ;71
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;COMUNIDAD DE DAROCA;13
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CONDE ARANDA;63
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CORONA DE ARAGÓN;80
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;DE CASTEJÓN DE SOS;24
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;DE LA PUEBLA DE ALFINDÉN;41
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;DOMINGO MIRAL;72
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;EL PORTILLO;77
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ELAIOS;98
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;EMILIO JIMENO;89
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FÉLIX DE AZARA;85
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FERNANDO LÁZARO CARRETER;30
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FRANCÉS DE ARANDA;68
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FRANCISCO GRANDE COVIÁN;109
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;GALLICUM;72
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;GOYA;298
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;HERMANOS ARGENSOLA;54
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ÍTACA;106
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JERÓNIMO ZURITA;84
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOAQUÍN COSTA;37
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOSÉ MANUEL BLECUA;32
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOSÉ MOR DE FUENTES;82
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JUAN DE LANUZA;73
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LA AZUCARERA;113
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LA LLITERA;24
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LEONARDO DE CHABACIER;42
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LUCAS MALLADA;28
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LUIS BUÑUEL;88
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MAR DE ARAGÓN;63
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MARTÍNEZ VARGAS;69
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MATARRAÑA;33
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MEDINA ALBAIDA;82
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL CATALÁN;172
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL DE MOLINOS;80
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL SERVET;152
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIRALBUENO;45
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MONEGROS-GASPAR LAX;33
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO GARGALLO;86
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;53
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;85
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PEDRO CERRADA;63
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PEDRO DE LUNA;153
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PILAR LORENGAR;114
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PIRÁMIDE;146
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PIRINEOS;32
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN J. SENDER;55
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN PIGNATELLI;47
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;136
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;58
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;REYES CATÓLICOS;63
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RÍO ARBA;38
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RÍO GÁLLEGO;63
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RODANAS;47
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SALVADOR VICTORIA;22
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SAN ALBERTO MAGNO;48
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SANTA EMERENCIANA;51
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SANTIAGO HERNÁNDEZ;55
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SEGUNDO DE CHOMÓN;57
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE GUARA;72
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE LA VIRGEN;32
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE SAN QUÍLEZ;62
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIGLO XXI;21
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SOBRARBE;35
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TIEMPOS MODERNOS;80
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TORRE DE LOS ESPEJOS;66
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TUBALCAÍN;61
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VALDESPARTERA;66
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VALLE DEL JILOCA;34
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VEGA DEL TURIA;84
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VIRGEN DEL PILAR;59
2018/2019;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ZAURÍN;28
2018/2019;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE HUESCA;61
2018/2019;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE TERUEL;26
2018/2019;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE ZARAGOZA;130
2018/2019;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SALESIANOS LAVIAGA-CASTILLO;46
2018/2019;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SAN VALERO;89
2018/2019;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SANTO DOMINGO SAVIO;48
2018/2019;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;EL BUEN PASTOR;48
2018/2019;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;OBRA DIOCESANA SANTO DOMINGO DE SILOS;132
2018/2019;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;PADRE ENRIQUE DE OSSÓ;58
2018/2019;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;SALESIANO NTRA. SRA.DEL PILAR;89
2018/2019;Bachillerato;1;Centro privado;Centro Privado Integrado de Formación Profesional;LA SALLE-SANTO ANGEL;61
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ANDALÁN;80
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ÁNGEL SANZ BRIZ;35
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;AVEMPACE;80
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BAJO ARAGÓN;172
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BAJO CINCA;54
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BALTASAR GRACIÁN;40
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BENJAMÍN JARNÉS;84
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BIELLO ARAGÓN;30
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CABAÑAS;48
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CINCO VILLAS;56
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CLARA CAMPOAMOR RODRÍGUEZ;76
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;COMUNIDAD DE DAROCA;14
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CONDE ARANDA;52
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CORONA DE ARAGÓN;84
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;DE CASTEJÓN DE SOS;25
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;DE LA PUEBLA DE ALFINDÉN;23
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;DOMINGO MIRAL;82
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;EL PORTILLO;69
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ELAIOS;102
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;EMILIO JIMENO;117
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FÉLIX DE AZARA;76
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FERNANDO LÁZARO CARRETER;37
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FRANCÉS DE ARANDA;63
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FRANCISCO GRANDE COVIÁN;112
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;GALLICUM;56
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;GOYA;326
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;HERMANOS ARGENSOLA;70
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ÍTACA;124
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JERÓNIMO ZURITA;83
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOAQUÍN COSTA;40
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOSÉ MANUEL BLECUA;651
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOSÉ MOR DE FUENTES;64
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JUAN DE LANUZA;74
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LA AZUCARERA;102
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LA LLITERA;26
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LEONARDO DE CHABACIER;56
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LUCAS MALLADA;109
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LUIS BUÑUEL;80
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MAR DE ARAGÓN;74
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MARTÍNEZ VARGAS;61
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MATARRAÑA;41
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MEDINA ALBAIDA;76
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL CATALÁN;164
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL DE MOLINOS;80
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL SERVET;170
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIRALBUENO;5
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MONEGROS-GASPAR LAX;28
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO GARGALLO;64
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;55
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;53
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PEDRO CERRADA;57
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PEDRO DE LUNA;159
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PILAR LORENGAR;110
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PIRÁMIDE;140
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PIRINEOS;35
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN J. SENDER;48
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN PIGNATELLI;50
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;145
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;55
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;REYES CATÓLICOS;65
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RÍO ARBA;44
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RÍO GÁLLEGO;74
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RODANAS;45
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SALVADOR VICTORIA;23
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SAN ALBERTO MAGNO;44
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SANTA EMERENCIANA;72
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SANTIAGO HERNÁNDEZ;52
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SEGUNDO DE CHOMÓN;70
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE GUARA;65
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE LA VIRGEN;31
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE SAN QUÍLEZ;62
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIGLO XXI;32
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SOBRARBE;44
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TIEMPOS MODERNOS;95
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TORRE DE LOS ESPEJOS;49
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TUBALCAÍN;57
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VALDESPARTERA;68
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VALLE DEL JILOCA;44
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VEGA DEL TURIA;127
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VIRGEN DEL PILAR;72
2018/2019;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ZAURÍN;28
2018/2019;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE HUESCA;59
2018/2019;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE TERUEL;31
2018/2019;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE ZARAGOZA;146
2018/2019;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SALESIANOS LAVIAGA-CASTILLO;43
2018/2019;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SAN VALERO;91
2018/2019;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SANTO DOMINGO SAVIO;56
2018/2019;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;EL BUEN PASTOR;69
2018/2019;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;OBRA DIOCESANA SANTO DOMINGO DE SILOS;149
2018/2019;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;PADRE ENRIQUE DE OSSÓ;51
2018/2019;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;SALESIANO NTRA. SRA.DEL PILAR;90
2018/2019;Bachillerato;2;Centro privado;Centro Privado Integrado de Formación Profesional;LA SALLE-SANTO ANGEL;60
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ANDALÁN;97
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ÁNGEL SANZ BRIZ;54
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;AVEMPACE;84
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BAJO ARAGÓN;162
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BAJO CINCA;54
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BALTASAR GRACIÁN;34
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BENJAMÍN JARNÉS;71
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BIELLO ARAGÓN;30
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CABAÑAS;40
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CINCO VILLAS;59
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CLARA CAMPOAMOR RODRÍGUEZ;106
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;COMUNIDAD DE DAROCA;11
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CONDE ARANDA;79
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CORONA DE ARAGÓN;82
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;DE CASTEJÓN DE SOS;19
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;DE LA PUEBLA DE ALFINDÉN;40
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;DOMINGO MIRAL;73
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;EL PORTILLO;87
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ELAIOS;92
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;EMILIO JIMENO;97
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FÉLIX DE AZARA;98
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FERNANDO LÁZARO CARRETER;27
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FRANCÉS DE ARANDA;73
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FRANCISCO GRANDE COVIÁN;112
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;GALLICUM;43
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;GOYA;285
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;HERMANOS ARGENSOLA;51
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ÍTACA;103
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JERÓNIMO ZURITA;78
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOAQUÍN COSTA;38
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOSÉ MANUEL BLECUA;48
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOSÉ MOR DE FUENTES;89
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JUAN DE LANUZA;79
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LA AZUCARERA;116
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LA LLITERA;28
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LEONARDO DE CHABACIER;35
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LUCAS MALLADA;49
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LUIS BUÑUEL;75
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MAR DE ARAGÓN;62
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MARTÍNEZ VARGAS;55
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MATARRAÑA;44
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MEDINA ALBAIDA;88
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL CATALÁN;165
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL DE MOLINOS;83
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL SERVET;152
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIRALBUENO;56
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MONEGROS-GASPAR LAX;35
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO GARGALLO;72
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;45
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;79
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PEDRO CERRADA;60
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PEDRO DE LUNA;170
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PILAR LORENGAR;110
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PIRÁMIDE;134
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PIRINEOS;42
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN J. SENDER;64
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN PIGNATELLI;46
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;151
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;87
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;REYES CATÓLICOS;58
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RÍO ARBA;35
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RÍO GÁLLEGO;56
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RODANAS;45
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SALVADOR VICTORIA;24
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SAN ALBERTO MAGNO;38
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SANTA EMERENCIANA;71
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SANTIAGO HERNÁNDEZ;59
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SEGUNDO DE CHOMÓN;73
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE GUARA;62
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE LA VIRGEN;41
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE SAN QUÍLEZ;48
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIGLO XXI;35
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SOBRARBE;37
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TIEMPOS MODERNOS;85
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TORRE DE LOS ESPEJOS;101
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TUBALCAÍN;65
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VALDESPARTERA;82
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VALLE DEL JILOCA;48
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VEGA DEL TURIA;68
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VILLANUEVA DE GÁLLEGO;30
2019/2020;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VIRGEN DEL PILAR;83
