CE;Naturaleza;Denom. Genérica Centro;Cód. RCD Centro;Centro;Domicilio;Cód. Postal;Provincia;Municipio;Nº Alumnos
2019/2020;privado;Actuación de Programas de Garantía Social;22600023;Ayuntamiento de Huesca ( Fundación Municipal de Servicios Sociales );Plaza Catedral, 1;22090;Huesca;Huesca;28
2019/2020;privado;Actuación de Programas de Garantía Social;22600035;AYUNTAMIENTO DE JACA;C/ Mayor, 24;22700;Huesca;Jaca;10
2019/2020;[Sin definir];Actuación de Programas de Garantía Social;50600026;AYUNTAMIENTO DE ZARAGOZA (INSTITUTO MUNICIPAL DE EMPLEO Y FOMENTO EMPRESARIAL);C/ Eduardo Ibarra, 7- 1º. Edificio EL CUBO;50009;Zaragoza;Zaragoza;198
2019/2020;privado;Actuación de Programas de Garantía Social;50600051;Fundación Federico Ozanam;c/ Ramón y Cajal, 24;50004;Zaragoza;Zaragoza;59
2019/2020;[Sin definir];Actuación de Programas de Garantía Social;50600075;APIP (ASOCIACIÓN PARA LA PROMOCIÓN E INSERCIÓN PROFESIONAL);C/ Las Armas, 102;50003;Zaragoza;Zaragoza;34
2019/2020;privado;Actuación de Programas de Garantía Social;50600099;Disminuidos Físicos de Aragón;C/ Jose Luis Pomarón, 10;50008;Zaragoza;Zaragoza;37
2019/2020;privado;Actuación de Programas de Garantía Social;50601225;FUNDACIÓN RAMÓN REY ARDID;C/ GUILLÉN DE CASTRO, 2-4;50018;Zaragoza;Zaragoza;46
2019/2020;[Sin definir];Actuación de Programas de Garantía Social;50601523;FUNDACIÓN ADUNARE;C/ BARRIO VERDE, 8;50002;Zaragoza;Zaragoza;10
2019/2020;[Sin definir];Actuación de Programas de Garantía Social;50601547;FUNDACIÓN PICARRAL;C/ CAMINO DE LOS MOLINOS, 12;50015;Zaragoza;Zaragoza;33
2019/2020;privado;Escuela Pública de Música y/o Danza;22005005;ESCUELA DE MÚSICA MIGUEL FLETA;DR. ARTERO, 2;22004;Huesca;Huesca;33
2019/2020;público;Centro Privado de Educación Infantil;44600080;GUARDERIA INFANTIL DE MORA DE RUBIELOS;C/ VALLADO, 17;44400;Teruel;Mora de Rubielos;9
2019/2020;público;Escuela de Educación Infantil;22010955;ESCUELA DE EDUCACIÓN INFANTIL DE BOLTAÑA;C/ SAMPER, 1-3;22340;Huesca;Boltaña;17
2019/2020;público;Escuela de Educación Infantil;50019664;ESCUELA INFANTIL ALMADA;CAMINO DE LA ESTACIÓN, S/N;50490;Zaragoza;Villarreal de Huerva;11
2019/2020;Centro público;Escuela de Educación Infantil;22010013;DE SALLENT DE GÁLLEGO;Paseo "Gigante Aragonés", 34 bis;22640;Huesca;Sallent de Gállego;15
2019/2020;Centro público;Escuela de Educación Infantil;22010062;LO NIU;Cl. Lorenzo Barea, 4;22558;Huesca;Albelda;18
2019/2020;Centro público;Escuela de Educación Infantil;22010104;LA COMETA;Pza. Escuelas, 9;22535;Huesca;Esplús;11
2019/2020;Centro público;Escuela de Educación Infantil;22010116;EL PÍ;CL. MIGUEL FLETA, 3;22540;Huesca;Altorricón;21
2019/2020;Centro público;Escuela de Educación Infantil;22010128;CARDELINA;Cl. Panticosa, 26;22600;Huesca;Sabiñánigo;96
2019/2020;Centro público;Escuela de Educación Infantil;22010177;LA MAINADA;CL. Constitución, 2;22466;Huesca;Castejón de Sos;8
2019/2020;Centro público;Escuela de Educación Infantil;22010190;EL TAMARINDO;CL. SAN MIGUEL, 11;22550;Huesca;Tamarite de Litera;35
2019/2020;Centro público;Escuela de Educación Infantil;22010207;DE JACA;CL. BORNAO, S/N;22700;Huesca;Jaca;99
2019/2020;Centro público;Escuela de Educación Infantil;22010232;CONCEPCIÓN BAÑERES;CL. MADRID, 7;22500;Huesca;Binéfar;105
2019/2020;Centro público;Escuela de Educación Infantil;22010244;LA CANTERA;CL. LA ALEGRÍA, 6;22192;Huesca;Tierz;36
2019/2020;Centro público;Escuela de Educación Infantil;22010268;DE BIESCAS;AVDA. ZARAGOZA. 21;22630;Huesca;Biescas;16
2019/2020;Centro público;Escuela de Educación Infantil;22010271;LUPITA;CL. Mediodia s/n;22549;Huesca;Vencillón;4
2019/2020;Centro público;Escuela de Educación Infantil;22010281;NININS;CL. GAITEROS DE CASERRAS, 2;22430;Huesca;Graus;64
2019/2020;Centro público;Escuela de Educación Infantil;22010293;LA FONTANETA;CL. PROGRESO, 4;22800;Huesca;Ayerbe;11
2019/2020;Centro público;Escuela de Educación Infantil;22010301;ABABOL;CL. ALBALATE, 2;22510;Huesca;Binaced;24
2019/2020;Centro público;Escuela de Educación Infantil;22010311;LA MAINADA;AVDA. LUCHÓN, S/N;22440;Huesca;Benasque;39
2019/2020;Centro público;Escuela de Educación Infantil;22010335;TRIAMOLETA;CL. CAMPOS DE LA IGLESIA, S/N;22661;Huesca;Panticosa;18
2019/2020;Centro público;Escuela de Educación Infantil;22010359;LA CANALLA;NUEVO VIAL DE LA U.A. 3;22580;Huesca;Benabarre;18
2019/2020;Centro público;Escuela de Educación Infantil;22010360;@S`CRI@S;AVDA. DEL ROSARIO Y C/ DE LAS CIENCIAS;22270;Huesca;Almudévar;35
2019/2020;Centro público;Escuela de Educación Infantil;22010402;XIQUETS;INTERSECCIÓN C/ CABAÑERA REAL Y C/ JAIME I;22520;Huesca;Fraga;100
2019/2020;Centro público;Escuela de Educación Infantil;22010414;SANTA MARGARITA;CARRETERA DE FRAGA S/N;22532;Huesca;Osso de Cinca;5
2019/2020;Centro público;Escuela de Educación Infantil;22010426;DE BELVER DE CINCA;CL. TRAVESÍA DEL PILAR S/N;22533;Huesca;Belver de Cinca;11
2019/2020;Centro público;Escuela de Educación Infantil;22010438;DE GURREA DE GÁLLEGO;CL. CERVANTES Nº 1;22280;Huesca;Gurrea de Gállego;19
2019/2020;Centro público;Escuela de Educación Infantil;22010463;LAS PAJARITAS;CL. FUENTE DEL IBÓN, Nº 7;22002;Huesca;Huesca;77
2019/2020;Centro público;Escuela de Educación Infantil;22010475;DE NUENO;URB. PARQUE DE GUARA;22193;Huesca;Nueno;10
2019/2020;Centro público;Escuela de Educación Infantil;22010487;DE BARBASTRO;CL. OBISPO AMBROSIO ECHEBARRÍA;22300;Huesca;Barbastro;73
2019/2020;Centro público;Escuela de Educación Infantil;22010499;DE PERALTA DE ALCOFEA;CL. BALMES, 16;22130;Huesca;Peralta de Alcofea;5
2019/2020;Centro público;Escuela de Educación Infantil;22010505;DE PUENTE LA REINA DE JACA;CL. MOLINO, S/N;22753;Huesca;Puente la Reina de Jaca;8
2019/2020;Centro público;Escuela de Educación Infantil;22010517;DE ALCAMPELL;CL. LA LITERA, 15;22560;Huesca;Alcampell;8
2019/2020;Centro público;Escuela de Educación Infantil;22010529;VALLE DE BIELSA;CL. CALVARIO, S/N;22350;Huesca;Bielsa;4
2019/2020;Centro público;Escuela de Educación Infantil;22010542;ANDARINES;CL. Castillones, nº 6 - 8;22111;Huesca;Monflorite-Lascasas;20
2019/2020;Centro público;Escuela de Educación Infantil;22010554;DE FONZ;CL. ZARAGOZA, 8;22422;Huesca;Fonz;6
2019/2020;Centro público;Escuela de Educación Infantil;22010566;DE BALLOBAR;CL. BARRIO NUEVO, S/N;22234;Huesca;Ballobar;11
2019/2020;Centro público;Escuela de Educación Infantil;22010578;NINONES;CL. SAMPER, 1;22340;Huesca;Boltaña;17
2019/2020;Centro público;Escuela de Educación Infantil;22010581;LA CASITA BLANCA;PZA. DEL PILAR, 1;22880;Huesca;Canfranc;8
2019/2020;Centro público;Escuela de Educación Infantil;22010591;DE CANAL DE BERDÚN;PZA. DEL CASTILLO, 1-BAJO;22770;Huesca;Canal de Berdún;5
2019/2020;Centro público;Escuela de Educación Infantil;22010608;DE VILLANÚA;CL. FACI ABAD, S/N;22870;Huesca;Villanúa;4
2019/2020;Centro público;Escuela de Educación Infantil;22010611;DE ROBRES;CL. SAN BLAS, 9;22252;Huesca;Robres;6
2019/2020;Centro público;Escuela de Educación Infantil;22010621;DE FRULA;RONDA SUR, 6;22269;Huesca;Almuniente;3
2019/2020;Centro público;Escuela de Educación Infantil;22010633;DE LALUEZA;P.º COMENGE, 42;22214;Huesca;Lalueza;7
2019/2020;Centro público;Escuela de Educación Infantil;22010645;ARBOLEDA;AVDA. JOSÉ MARÍA PELEATO, 18;22240;Huesca;Tardienta;6
2019/2020;Centro público;Escuela de Educación Infantil;22010657;DE LANAJA;CL. José Borruel, S/N;22250;Huesca;Lanaja;16
2019/2020;Centro público;Escuela de Educación Infantil;22010669;DE GRAÑÉN;CL. JUAN XXIII, 6;22260;Huesca;Grañén;17
2019/2020;Centro público;Escuela de Educación Infantil;22010670;DE SARIÑENA;CTRA. DE FRAGA, S/N;22200;Huesca;Sariñena;67
2019/2020;Centro público;Escuela de Educación Infantil;22010682;DE ALCUBIERRE;CL. Herrería, S/N;22251;Huesca;Alcubierre;3
2019/2020;Centro público;Escuela de Educación Infantil;22010694;CLARA CAMPOAMOR;CL. HUERVA, 1;22400;Huesca;Monzón;69
2019/2020;Centro público;Escuela de Educación Infantil;22010700;DE TORRENTE DE CINCA;CL. ARRABAL DEL NORTE, S/N;22590;Huesca;Torrente de Cinca;24
2019/2020;Centro público;Escuela de Educación Infantil;22010724;DE LA COMARCA DE SOBRARBE;Pº. DE LOS NAVATEROS, S/N;22330;Huesca;Aínsa-Sobrarbe;64
2019/2020;Centro público;Escuela de Educación Infantil;22010736;CHAVALINES;CL. COSO ALTO, 47;22373;Huesca;Fiscal;6
2019/2020;Centro público;Escuela de Educación Infantil;22010748;SANTA CATALINA;AVDA. DE LA CONSTITUCIÓN, S/N;22410;Huesca;Alcolea de Cinca;20
2019/2020;Centro público;Escuela de Educación Infantil;22010751;ATALIA;CL. JOAQUÍN COSTA, 2;22420;Huesca;Almunia de San Juan;8
2019/2020;Centro público;Escuela de Educación Infantil;22010761;DE PEÑALBA;CL. LAS AFUERAS, S/N;22592;Huesca;Peñalba;10
2019/2020;Centro público;Escuela de Educación Infantil;22010785;TREVIÑER;AVDA. Santiago Foncillas, 9;22147;Huesca;Adahuesca;15
2019/2020;Centro público;Escuela de Educación Infantil;22010797;DE SENA;AVDA. de Huesca 14;22230;Huesca;Sena;4
2019/2020;Centro público;Escuela de Educación Infantil;22010815;VIRGEN DEL ROSARIO;CL. Escuelas, 22;22194;Huesca;Chimillas;10
2019/2020;Centro público;Escuela de Educación Infantil;22010827;DE BROTO;CL. Morillo S/N;22370;Huesca;Broto;9
2019/2020;Centro público;Escuela de Educación Infantil;22010931;VILLANUEVA DE SIJENA;CL. EL SALVADOR, 9;22231;Huesca;Villanueva de Sigena;4
2019/2020;Centro público;Escuela de Educación Infantil;22010943;DE SODETO;CL. GUITARRICO, 5, B;22212;Huesca;Alberuela de Tubo;5
2019/2020;Centro público;Escuela de Educación Infantil;22011017;DE ESTADILLA;C/ La Balsa, s/n;22423;Huesca;Estadilla;10
2019/2020;Centro público;Escuela de Educación Infantil;22600230;GUARDERIA INFANTIL DE LASPUÑA;C/CANTONADA, S/N;22361;Huesca;Laspuña;4
2019/2020;Centro público;Escuela de Educación Infantil;44010069;LA MALENA;Cl. Subida A La Virgen, S/N;44500;Teruel;Andorra;31
2019/2020;Centro público;Escuela de Educación Infantil;44010112;DE ALCORISA;CL. FUENTE NUEVA, 15;44550;Teruel;Alcorisa;49
2019/2020;Centro público;Escuela de Educación Infantil;44010124;LOS MONCHONES;CL. DIEGO RAMELLORE, 20;44594;Teruel;Valdealgorfa;10
2019/2020;Centro público;Escuela de Educación Infantil;44010136;DE CALANDA;CL. CAPUCHINOS, 2;44570;Teruel;Calanda;39
2019/2020;Centro público;Escuela de Educación Infantil;44010148;SANTA BÁRBARA;CL. LA PARADA, S/N;44630;Teruel;Castelserás;12
2019/2020;Centro público;Escuela de Educación Infantil;44010173;DE OJOS NEGROS;TRAVESÍA DE LA PLAZA, 11;44313;Teruel;Ojos Negros;4
2019/2020;Centro público;Escuela de Educación Infantil;44010185;SAGALETS (AULA DE MAZALEÓN);CL. REHUERTA, 2;44621;Teruel;Mazaleón;5
2019/2020;Centro público;Escuela de Educación Infantil;44010197;EL PARQUE;CL. Basiliso Muñoz, S/N;44147;Teruel;Cedrillas;11
2019/2020;Centro público;Escuela de Educación Infantil;44010239;SAGALETS (AULA DE FUENTESPALDA);CL. Virgen del Pilar, 38;44587;Teruel;Fuentespalda;4
2019/2020;Centro público;Escuela de Educación Infantil;44010240;LA CODOÑERA;AVDA. Isidoro Celma nº 6;44640;Teruel;Codoñera (La);4
2019/2020;Centro público;Escuela de Educación Infantil;44010252;DE MONTALBÁN;CL. BALMES, Nº 7;44700;Teruel;Montalbán;19
2019/2020;Centro público;Escuela de Educación Infantil;44010264;DE TORRECILLA DE ALCAÑIZ;CL. CARRETERA Nº 4;44640;Teruel;Torrecilla de Alcañiz;4
2019/2020;Centro público;Escuela de Educación Infantil;44010276;LA SELVETA;CL. CONCEPCIÓN GIMENO GIL, Nº 7, PLANTA BAJA;44600;Teruel;Alcañiz;45
2019/2020;Centro público;Escuela de Educación Infantil;44010291;DE UTRILLAS;CL. CONSTITUCIÓN, S/N;44760;Teruel;Utrillas;28
2019/2020;Centro público;Escuela de Educación Infantil;44010306;RICARDA GONZALO DE LIRIA;CL. MARÍA MOLINER Nº 1;44300;Teruel;Monreal del Campo;28
2019/2020;Centro público;Escuela de Educación Infantil;44010321;EL CASTILLO;PLAZA DEL CASTILLO, Nº 6;44530;Teruel;Híjar;13
2019/2020;Centro público;Escuela de Educación Infantil;44010331;DE ALBALATE DEL ARZOBISPO;CL. EL PALOMAR, S/N;44540;Teruel;Albalate del Arzobispo;14
2019/2020;Centro público;Escuela de Educación Infantil;44010343;DE ALBARRACÍN;CAMI. DE GEA, S/N;44100;Teruel;Albarracín;13
2019/2020;Centro público;Escuela de Educación Infantil;44010367;LA REPLACETA;PZA. DE LA IGLESIA, S/N;44579;Teruel;Foz-Calanda;5
2019/2020;Centro público;Escuela de Educación Infantil;44010379;SANTA ENGRACIA;CL. SANTA ENGRACIA, 5;44410;Teruel;Mosqueruela;11
2019/2020;Centro público;Escuela de Educación Infantil;44010380;DE TERUEL (SAN BLAS);CL. LA IGLESIA, S/N;44195;Teruel;Teruel;15
2019/2020;Centro público;Escuela de Educación Infantil;44010392;DE CANTAVIEJA;AVDA. MAESTRAZGO, 3;44140;Teruel;Cantavieja;9
2019/2020;Centro público;Escuela de Educación Infantil;44010409;DE SARRIÓN;C/ Tenor Juan García, 2;44460;Teruel;Sarrión;18
2019/2020;Centro público;Escuela de Educación Infantil;44010410;DE VILLARQUEMADO;CL. LARGA, 55-A;44380;Teruel;Villarquemado;12
2019/2020;Centro público;Escuela de Educación Infantil;44010422;DE LA PUEBLA DE HÍJAR;AVDA. ESTACIÓN, 2;44510;Teruel;Puebla de Híjar (La);6
2019/2020;Centro público;Escuela de Educación Infantil;44010434;PRIMEROS PASOS;AVDA. CONSTITUCIÓN, 13;44200;Teruel;Calamocha;41
2019/2020;Centro público;Escuela de Educación Infantil;44010458;DE CALACEITE;AVDA. ARAGÓN, 2-4;44610;Teruel;Calaceite;13
2019/2020;Centro público;Escuela de Educación Infantil;44010471;DE RUBIELOS DE MORA;CL. ESTERRADOR, 1;44415;Teruel;Rubielos de Mora;13
2019/2020;Centro público;Escuela de Educación Infantil;44010483;DE TERUEL (BARRIO ARRABAL);PZA. PIRINEOS, S/N;44071;Teruel;Teruel;44
2019/2020;Centro público;Escuela de Educación Infantil;44010495;DE VALDERROBRES;CL. LOPE DE VEGA, 56;44580;Teruel;Valderrobres;40
2019/2020;Centro público;Escuela de Educación Infantil;44010501;SAGALETS (AULA DE VALJUNQUERA);CL. FERRANDO, 3;44595;Teruel;Valjunquera;8
2019/2020;Centro público;Escuela de Educación Infantil;44010513;DE SANTA EULALIA;CL. ESPAÑA, S/N;44360;Teruel;Santa Eulalia;11
2019/2020;Centro público;Escuela de Educación Infantil;44010525;DE TERUEL (VILLAESPESA);El Paso 1;44190;Teruel;Teruel;9
2019/2020;Centro público;Escuela de Educación Infantil;44010549;SEÑORA PABLA;AVDA. DE ÁNGEL GARGALLO, 16;44593;Teruel;Urrea de Gaén;4
2019/2020;Centro público;Escuela de Educación Infantil;44010550;DE LA MATA DE LOS OLMOS;CL. BAJA, 52;44557;Teruel;Mata de los Olmos (La);4
2019/2020;Centro público;Escuela de Educación Infantil;44010562;DE AGUAVIVA;AVDA. PARRAS DE CASTELLOTE, 18;44560;Teruel;Aguaviva;6
2019/2020;Centro público;Escuela de Educación Infantil;44010574;DE BRONCHALES;CL. CARRETERA, 17-B;44367;Teruel;Bronchales;7
2019/2020;Centro público;Escuela de Educación Infantil;44010598;SAGALETS (AULA DE MONROYO);CL.MURO, 5;44652;Teruel;Monroyo;5
2019/2020;Centro público;Escuela de Educación Infantil;44010616;SAGALETS (AULA DE CRETAS);CL. Ermita, 7;44623;Teruel;Cretas;11
2019/2020;Centro público;Escuela de Educación Infantil;44010628;DE MAS DE LAS MATAS;CL. Las Escuelas, S/N;44564;Teruel;Mas de las Matas;12
2019/2020;Centro público;Escuela de Educación Infantil;44010631;PEQUEÑALBA;CL. Camino Real S/N;44130;Teruel;Villastar;9
2019/2020;Centro público;Escuela de Educación Infantil;44010641;SARGANTESA;CL. Aguaperdida, S/N;44370;Teruel;Cella;17
2019/2020;Centro público;Escuela de Educación Infantil;44010665;SAGALETS (AULA DE BECEITE);CL. La Pesquera, 3;44588;Teruel;Beceite;4
2019/2020;Centro público;Escuela de Educación Infantil;44010690;SAGALETS (AULA DE PORTELLADA);Cl. Las Escuelas, número 6;44589;Teruel;Portellada (La);6
2019/2020;Centro público;Escuela de Educación Infantil;44010720;SAGALETS (AULA DE VALDELTORMO);CL MAYOR, 33;44620;Teruel;Valdeltormo;6
2019/2020;Centro público;Escuela de Educación Infantil;44010768;MEZQUITA DE JARQUE;C/Palomar, 11;44169;Teruel;Mezquita de Jarque;7
2019/2020;Centro público;Escuela de Educación Infantil;44010771;DE ALLOZA;C/ Carretera, s/n;44509;Teruel;Alloza;10
2019/2020;Centro público;Escuela de Educación Infantil;50011872;VILLACAMPA;Cl. Villacampa, 32-36;50015;Zaragoza;Zaragoza;67
2019/2020;Centro público;Escuela de Educación Infantil;50017035;DE BIOTA;Cl. De La Fuente, S/N;50695;Zaragoza;Biota;9
2019/2020;Centro público;Escuela de Educación Infantil;50017141;ZAGALICOS;Cl. Revés, 43;50150;Zaragoza;Herrera de los Navarros;8
2019/2020;Centro público;Escuela de Educación Infantil;50017151;CALATORINES;Paseo Bruno Solano, 15;50280;Zaragoza;Calatorao;37
2019/2020;Centro público;Escuela de Educación Infantil;50017321;DE PINSEQUE;P.º DEL PALACIO, 8;50298;Zaragoza;Pinseque;53
2019/2020;Centro público;Escuela de Educación Infantil;50017394;JUNQUICOS;CL. CIPRIANO GONZÁLEZ, 5;50171;Zaragoza;Puebla de Alfindén (La);71
2019/2020;Centro público;Escuela de Educación Infantil;50017527;PIRINEOS;CL. VALLE DE BROTO, S/N;50015;Zaragoza;Zaragoza;58
2019/2020;Centro público;Escuela de Educación Infantil;50017539;LOS VIENTOS;CL. POETA LUÍS CERNUDA;50018;Zaragoza;Zaragoza;108
2019/2020;Centro público;Escuela de Educación Infantil;50017540;DE LA ALMUNIA DE DOÑA GODINA;CL. GOYA, 2-4;50100;Zaragoza;Almunia de Doña Godina (La);77
2019/2020;Centro público;Escuela de Educación Infantil;50017552;DE TAUSTE;ADVA. OBISPO JOSÉ MARÍA CONGET, S/N;50660;Zaragoza;Tauste;64
2019/2020;Centro público;Escuela de Educación Infantil;50017564;DE SANTA ENGRACIA;CTRA. DE TAUSTE - SANTA ENGRACIA, S/N;50669;Zaragoza;Tauste;5
2019/2020;Centro público;Escuela de Educación Infantil;50017576;DE SABIÑÁN;Avda. San Roque, 22;50299;Zaragoza;Sabiñán;2
2019/2020;Centro público;Escuela de Educación Infantil;50017606;LA COMETA;CL. LUÍS BUÑUEL, 7;50180;Zaragoza;Utebo;64
2019/2020;Centro público;Escuela de Educación Infantil;50017631;DE ALAGÓN;Avda. de la Portalada, 24;50630;Zaragoza;Alagón;48
2019/2020;Centro público;Escuela de Educación Infantil;50017692;DE MALLÉN;AVDA. DE LA LIBERTAD, S/N;50550;Zaragoza;Mallén;51
2019/2020;Centro público;Escuela de Educación Infantil;50017734;LAS BALSAS;CL. VEINTITRÉS DE ABRIL, 20;50800;Zaragoza;Zuera;55
2019/2020;Centro público;Escuela de Educación Infantil;50017746;DE CASPE;AVDA. RÍO EBRO, S/N;50700;Zaragoza;Caspe;146
2019/2020;Centro público;Escuela de Educación Infantil;50017758;PINOCHO;CL. LAMINEROS, S/N;50360;Zaragoza;Daroca;22
2019/2020;Centro público;Escuela de Educación Infantil;50017783;ARCO-IRIS;AVDA. ZARAGOZA, 2;50420;Zaragoza;Cadrete;64
2019/2020;Centro público;Escuela de Educación Infantil;50017825;DE ESCATRÓN;CL. ESCUELAS, 2;50790;Zaragoza;Escatrón;10
2019/2020;Centro público;Escuela de Educación Infantil;50017837;DE TARAZONA;AVDA. DE LA ESTACIÓN, 8;50500;Zaragoza;Tarazona;71
2019/2020;Centro público;Escuela de Educación Infantil;50017931;LA COMETA;CL. ESCUELAS, 8;50730;Zaragoza;Burgo de Ebro (El);34
2019/2020;Centro público;Escuela de Educación Infantil;50017953;BLANCANIEVES;AVDA. DOCTOR GARCÍA SANCHO, 7;50340;Zaragoza;Maluenda;7
2019/2020;Centro público;Escuela de Educación Infantil;50017965;DE BOQUIÑENI;CL. TENOR FLETA, S/N;50641;Zaragoza;Boquiñeni;12
2019/2020;Centro público;Escuela de Educación Infantil;50017977;DE BREA DE ARAGÓN;CL. CAYO VELA, S/N;50246;Zaragoza;Brea de Aragón;12
2019/2020;Centro público;Escuela de Educación Infantil;50017989;NERTÓBRIGA;"CL. JOAQUÍN ARTIGAS ""EL PÍO"", S/N";50270;Zaragoza;Ricla;42
2019/2020;Centro público;Escuela de Educación Infantil;50018027;DE SÁDABA;AVDA. PIRINEOS, S/N;50670;Zaragoza;Sádaba;10
2019/2020;Centro público;Escuela de Educación Infantil;50018039;ISABEL DE ARAGÓN;PZA. DE LA CONSTITUCIÓN, 1;50290;Zaragoza;Épila;40
2019/2020;Centro público;Escuela de Educación Infantil;50018040;NUESTRA SEÑORA DE LORETO;BASE AÉREA DE ZARAGOZA, CTRA. DEL AEROPUERTO, S/N;50071;Zaragoza;Zaragoza;40
2019/2020;Centro público;Escuela de Educación Infantil;50018091;COLORADO COLORÍN;CL. PILAR, 12;50220;Zaragoza;Ariza;17
2019/2020;Centro público;Escuela de Educación Infantil;50018106;DE MAELLA;AVDA. RAMÓN Y CAJAL, S/N;50710;Zaragoza;Maella;27
2019/2020;Centro público;Escuela de Educación Infantil;50018118;DE QUINTO;P.º RONDA, 11;50770;Zaragoza;Quinto;22
2019/2020;Centro público;Escuela de Educación Infantil;50018179;LA RUELLA;CL. Q, 44;50170;Zaragoza;Mequinenza;31
2019/2020;Centro público;Escuela de Educación Infantil;50018180;LA PARVADICA;CL. CONDE, 2;50629;Zaragoza;Sobradiel;11
2019/2020;Centro público;Escuela de Educación Infantil;50018192;LA PIRAÑA;CL. FLORENTINO BALLESTEROS, 2;50002;Zaragoza;Zaragoza;116
2019/2020;Centro público;Escuela de Educación Infantil;50018210;ARCO IRIS;Camino Platera, 2;50400;Zaragoza;Cariñena;31
2019/2020;Centro público;Escuela de Educación Infantil;50018301;BALTASAR GONZÁLEZ;CL. PROLONGACIÓN LA FLORIDA;50540;Zaragoza;Borja;46
2019/2020;Centro público;Escuela de Educación Infantil;50018313;ZAGALICOS;CL. CONDE ARANDA 6;50830;Zaragoza;Villanueva de Gállego;52
2019/2020;Centro público;Escuela de Educación Infantil;50018325;GLORIA FUERTES;CL. ERAS ALTAS, 34-50;50600;Zaragoza;Ejea de los Caballeros;50
2019/2020;Centro público;Escuela de Educación Infantil;50018337;EL TREN;CL. Reino nº 5;50003;Zaragoza;Zaragoza;79
2019/2020;Centro público;Escuela de Educación Infantil;50018349;LOS IBONES;CL. ANTONIO LEYVA Nº 102;50011;Zaragoza;Zaragoza;74
2019/2020;Centro público;Escuela de Educación Infantil;50018350;BRIOLETAS;CL. LA IGLESIA, Nº 32;50058;Zaragoza;Zaragoza;74
2019/2020;Centro público;Escuela de Educación Infantil;50018362;MARÍA URREA;CL. LUIS LEGAZ LACAMBRA Nº 44;50018;Zaragoza;Zaragoza;74
2019/2020;Centro público;Escuela de Educación Infantil;50018374;LA PAZ;CL. EMILIO PÉREZ VIDAL, Nº 9;50007;Zaragoza;Zaragoza;72
2019/2020;Centro público;Escuela de Educación Infantil;50018404;DE FUENDEJALÓN;CL. AFUERAS, S/N;50529;Zaragoza;Fuendejalón;10
2019/2020;Centro público;Escuela de Educación Infantil;50018441;DE FUENTES DE EBRO;CL. CORTES DE CADIZ Nº 6;50740;Zaragoza;Fuentes de Ebro;62
2019/2020;Centro público;Escuela de Educación Infantil;50018465;DE NOVILLAS;CL. PORTUGALETE, 17;50530;Zaragoza;Novillas;8
2019/2020;Centro público;Escuela de Educación Infantil;50018477;DE JARABA;CL. LA VIUNA, S/N;50237;Zaragoza;Jaraba;2
2019/2020;Centro público;Escuela de Educación Infantil;50018489;EL CASTILLO;CL. DUQUE, 13;50108;Zaragoza;Almonacid de la Sierra;8
2019/2020;Centro público;Escuela de Educación Infantil;50018520;DE LUCENI;CL. RAMÓN Y CAJAL, ANGULAR CON AVDA. CONSTITUCIÓN;50640;Zaragoza;Luceni;15
2019/2020;Centro público;Escuela de Educación Infantil;50018532;LA CUNICA;CTRA. TORRES DE BERRELLÉN, S/N;50692;Zaragoza;Joyosa (La);24
2019/2020;Centro público;Escuela de Educación Infantil;50018581;CHIRIBILLAS;CL. ALFONSO TIMONEDA, 4;50461;Zaragoza;Alfamén;11
2019/2020;Centro público;Escuela de Educación Infantil;50018593;DE ALPARTIR;P.º RAMÓN Y CAJAL, S/N;50109;Zaragoza;Alpartir;10
2019/2020;Centro público;Escuela de Educación Infantil;50018601;GARABATOS;CL. EL FERIAL, 6;50130;Zaragoza;Belchite;10
2019/2020;Centro público;Escuela de Educación Infantil;50018611;DE MORATA DE JALÓN;CAMI. DEL BALDÍO, S/N;50260;Zaragoza;Morata de Jalón;5
2019/2020;Centro público;Escuela de Educación Infantil;50018623;PASICOS;CL. Alonso V, nº 2 Bajo;50450;Zaragoza;Muel;15
2019/2020;Centro público;Escuela de Educación Infantil;50018647;DE ONTINAR DE SALZ;CL. Sol, 15 - C;50810;Zaragoza;Zuera;8
2019/2020;Centro público;Escuela de Educación Infantil;50018659;RENACUAJOS;PARAJE DEL BERGEL (POLÍGONO 1 PARCELAS 157-159-164-190-226);50195;Zaragoza;Pastriz;25
2019/2020;Centro público;Escuela de Educación Infantil;50018660;DE UNCASTILLO;CL. ERAS, S/N;50678;Zaragoza;Uncastillo;2
2019/2020;Centro público;Escuela de Educación Infantil;50018672;LA ESTRELLA;CL. DINAMARCA ESQ.CL. MIGUEL, S/N SERVET;50180;Zaragoza;Utebo;66
2019/2020;Centro público;Escuela de Educación Infantil;50018684;LOS ZAGALES;CL. ESCUELAS, S/N;50174;Zaragoza;Villafranca de Ebro;8
2019/2020;Centro público;Escuela de Educación Infantil;50018714;GARNACHICA;PARAJE LALOZ;50570;Zaragoza;Ainzón;17
2019/2020;Centro público;Escuela de Educación Infantil;50018726;LA SOLANA;CL. LA SOLANA, S/N;50200;Zaragoza;Ateca;10
2019/2020;Centro público;Escuela de Educación Infantil;50018738;DE LECIÑENA;AVDA. ZARAGOZA, 84;50160;Zaragoza;Leciñena;17
